Number	Selection	P_fix	P_fix_MH
1231	-26.9136906048	0.0	0.0
1232	-151.290559772	0.0	0.0
1233	-541.986565042	0.0	0.0
1234	-394.98446007	0.0	0.0
1235	-10.1897914282	0.0	0.0
1236	-0.997659918751	1.40425387559e-86	1.62523770444e-86
1237	-0.0412006030943	2.26686321309e-05	0.000286515072912
1238	-99.2800489737	0.0	0.0
1239	-0.00256333181161	0.00767439227514	0.601974797782
1240	-709.7756926	0.0	0.0
1241	-296.65164152	0.0	0.0
1242	-0.525131989995	4.53686018684e-46	6.97812501881e-46
1243	-0.00210724566352	0.00805730093501	0.658866304509
1244	-0.00456109402063	0.00615094010199	0.405312616886
1245	-0.656523834742	2.56585200691e-57	3.5100525953e-57
1246	-57.9446107022	0.0	0.0
1247	-0.0128926353017	0.00214494993211	0.0778678757093
1248	-0.00918977224841	0.00351071934552	0.162094641882
1249	-0.705695478631	1.56914568887e-61	2.07505135712e-61
1250	0.000756967107687	0.010767906781	1.0
